ID,姓,名,简要,演义,历史,剧本,势力颜色,兵种列表
9529,,,东汉末期益州反贼。,,自号“黄巾”，合聚疲役之民数千人，先杀绵竹令，进攻雒县，杀郗俭，又击蜀郡、犍为，旬月之间，破坏三郡。自称“天子”，众至十余万人，遣兵破巴郡，杀郡守赵部。后为益州从事贾龙所破。,,52,0 1 2 29 30 
9530,,,张纮之子。,,官至南郡太守、尚书，清介有高行，但才不及张纮。,,52,0 1 2 29 30 
9531,,,"陈登之子。文帝时,拜为郎中。",,,,52,0 1 2 29 30 
9532,,,任蜀国巴西太守。,,刘备兵败夷陵时，芝征发诸县五千兵以助备。诸葛亮镇汉中后，卒。诸葛亮《后出师表》中亦提到此人。,,52,0 1 2 29 30 
9533,,,汉末荆州别驾从事。,,《三国志·卷三十一·蜀书·刘二牧传第一》：裴松之注引《英雄记》曰：焉死，子璋代为刺史。会长安拜颍川扈瑁为刺史，入汉中。荆州别驾刘阖，璋将沈弥、娄发、甘宁反，击璋不胜，走入荆州。,,52,0 1 2 29 30 
9534,,,初为荆州牧刘表从事。后因正言直谏，佞人谗害，为刘表所杀。,,,,52,0 1 2 29 30 
9535,,,刘璋部将。,,刘备入蜀后，与刘璋冲突，自葭萌南还袭刘璋，以中郎将霍峻留守。禁与向存等率众万余攻葭萌近一年，不能下，后反为霍峻伺隙击破。,,52,0 1 2 29 30 
9536,,,刘璋部将。,,时刘璋迎刘备入蜀，欲使取汉中，刘备袭刘璋，以中郎将霍峻守葭萌。存从刘璋围攻葭萌一年，不下，遭霍峻袭击而身亡。,,52,0 1 2 29 30 
9537,,,袁尚手下魏郡太守。官渡之战时，率兵屯河上，绝水道，为魏将李典、程昱所破。,,《三国志·李典传》：会尚遣魏郡太守高蕃将兵屯河上，绝水道，太祖敕典、昱：“若船不得过，下从陆道。”典与诸将议曰：“蕃军少甲而恃水，有懈怠之心，击之必克。军不内御；苟利国家，专之可也，宜亟击之。”昱亦以为然。遂北渡河，攻蕃，破之，水道得通。,,52,0 1 2 29 30 
9538,,,袁绍主簿。,,绍欲称帝，暗使苞劝己称帝自立，又将此事示军府将吏，以观众意。众人皆以为苞言妖妄宜诛，绍乃杀苞以自解。,,52,0 1 2 29 30 
9539,,,袁绍所置中郎将。,,《吕虔传》：太祖以虔领泰山太守。郡接山海，世乱，闻民人多藏窜。袁绍所置中郎将郭祖、公孙犊等数十辈，保山为寇，百姓苦之。虔将家兵到郡，开恩信，祖等党属皆降服，诸山中亡匿者尽出安土业。简其强者补战士，泰山由是遂有精兵，冠名州郡。,,52,0 1 2 29 30 
9540,,,袁绍所置中郎将。,,《吕虔传》：太祖以虔领泰山太守。郡接山海，世乱，闻民人多藏窜。袁绍所置中郎将郭祖、公孙犊等数十辈，保山为寇，百姓苦之。虔将家兵到郡，开恩信，祖等党属皆降服，诸山中亡匿者尽出安土业。简其强者补战士，泰山由是遂有精兵，冠名州郡。,,52,0 1 2 29 30 
9541,,,李傕部将。,,后汉书注引献帝纪曰：“汜与傕将张苞、张龙谋诛傕，汜将兵夜攻傕门。候开门内汜兵，苞等烧屋，火不然。汜兵弓弩并发，矢及天子楼帷帘中。”,,52,0 1 2 29 30 
9542,,,药王李当之，三国时期著名医家。,,为名医华佗弟子，少通医经，修神农旧经，得佗真传，尤为精工于药学尤有研究，尝著《李当之药录》、《李当之药方》、《李当之本草经》，早佚，后《说郛》中存有若干佚文。,,52,0 1 2 29 30 
9543,,,吴普曾经跟随华佗学医，救活了很多人的性命。他擅长五禽戏，据说活到九十多岁，仍然耳聪目明。著有《吴普本草》原书已佚。,,,,52,0 1 2 29 30 
9544,,,少时治医学，医术高明，与南阳张机、谯郡华佗齐名，并称“建安三神医”。,,董氏医德高尚，对所治愈病人轻只要求在其住宅周围种植杏树，以示报答。日久郁然成林，董氏每于杏熟时于树下作一草仓，如欲得杏者，可用谷易之。重奉以所得之谷赈济贫穷，后世以“杏林春暖”，“誉满杏林”称誉医术高尚的医学家，据载今江西九江董氏原行医处仍有杏林。 ,,52,0 1 2 29 30 
9545,,,中国东汉伟大的医学家、世界医史伟人。与董奉、华佗齐名，并称“建安三神医”。,,张仲景的《伤寒杂病论》，是中医史上第一部理、法、方、药具备的经典，元朝、明朝以后被奉为“医圣”，甚至有庙供奉香火。相传曾举孝廉，做过长沙太守，所以有张长沙之称。,,52,0 1 2 29 30 
9546,,,汉末黄巾起义军首领之一。,,起于东郡。后败，在仓亭为皇甫嵩擒获。,,52,0 1 2 29 30 
9547,,,汉末黄巾起义军余部首领。,,（朱治）又擒斩黄巾余党陈败、万秉等。（《三国志·朱治传》）,,52,0 1 2 29 30 
9548,,,汉末黄巾起义军余部首领。,,（朱治）又擒斩黄巾余党陈败、万秉等。（《三国志·朱治传》）,,52,0 1 2 29 30 
9549,,,东汉末年庐江山贼。,,在庐江界聚众数万人，临险而守，不服朝令。后为曹操所克。,,52,0 1 2 29 30 
9550,,,地方势力首领。活动在豫章、临川一带。吴鄱阳太守周鲂遣间谍，诱杀之。,,《周鲂传》：贼帅董嗣负阻劫钞，豫章、临川并受其害。吾粲、唐咨尝以三千兵攻守，连月不能拔。鲂表乞罢兵，得以便宜从事。鲂遣闲谍，授以方策，诱狙杀嗣。嗣弟怖惧，诣武昌降于陆逊，乞出平地，自改为善，由是数郡无复忧惕。,,52,0 1 2 29 30 
9551,,,东汉末农民起义首领。其部活动在汝南一带。,,建安初，振威中郎将李通附曹操，将其部击破，斩宫首级送操报功。,,52,0 1 2 29 30 
9552,,,东汉末农民起义军首领。活动于阳安郡。建安初，为李通所杀。,,,,52,0 1 2 29 30 
9553,,,张修，巴人，五斗米道真正的创始人。,,《三国志·魏书·张鲁传》注引《典略》说：熹平中，妖贼大起，三辅有骆矅。光和中，东方有张角，汉中有张修。骆矅教民缅匿法，角为太平道，修为五斗米道。 就是说，在张角传播太平道的同时，张修也在传播五斗米道。,,0,0 1 2 30 
9554,,,张举，东汉末年渔阳郡的土豪。本为泰山太守，因不获张温重用而心生不愤。与张纯等联合发动叛乱，自称为天子，有武装九千人。,《三国演义》中加插张举知道张纯被杀后自缢一幕。,,,0,0 1 2 30 
9555,,,张纯，东汉末年人物，曾为中山太守。,,"东汉末期人物，渔阳人。张纯曾为中山太守（一说为中山相），中平四年（187年），张温领导乌桓突骑三千人讨伐凉州马腾、韩遂等人。
张纯自荐为将，张温拒绝，反而以公孙瓒为将出击。张纯心生不愤，与同郡张举及乌桓丘力居等人叛乱",,0,0 1 2 30 
9556,,,陈愍王刘宠（？－197年），汉代藩王，汉明帝子陈敬王刘羡第四世玄孙，陈孝王刘承之子，封陈国。,,宠善弩射，十发十中，中皆同处。中平中，黄巾贼起，郡县皆弃城走，宠有强弩数千张，出军都亭。国人素闻王善射，不敢反叛，故陈独得完，百姓归之者众十余万人,,0,0 1 2 30 
9557,,,北宫伯玉（？～186）东汉末年羌胡人领袖。,,灵帝中平元年（184年），北宫伯玉的人联合了汉人的边章与韩遂，响应黄巾农民起义，伙同先零羌发起了叛乱，率军攻取金城郡，杀死护羌校尉冷徵和金城太守陈懿。,,0,0 1 2 30 
9558,,,汉末羌人领袖,,一八四年。居住在西羌地区的汉人拥立羌族北宫伯玉、李文侯为将军，杀死护羌校尉冷征。后来，伯玉和李文侯又归服金城（今甘肃兰州市西北）汉人边章和韩遂。,,0,0 1 2 30 
9559,,,新安令，西凉将领。曾经是凉州的督军从事，后被北宫伯玉裹胁与韩遂一同反叛，据守榆中城时击败周慎，后韩遂发动兵变，与北宫伯玉一同被杀。,,凉州义从宋建、王国等反。诈金城郡降，求见凉州大人故新安令边允、从事韩约。约不见，太守陈懿劝之使往，国等便劫质约等数十人。金城乱，懿出，国等扶以到护羌营，杀之，而释约、允等。陇西以爱憎露布，冠约、允名以为贼，州购约、允各千户侯。约、允被购，‘约’改为‘遂’，‘允’改为‘章’。”,,0,0 1 2 30 
9560,,,西凉头目。在汉阳自称「合众将军」，联合韩遂一同反叛，在北宫伯玉等被杀后被马腾、韩遂拥立为领袖，后因攻击陈仓失利又被皇甫嵩击败而遭马腾、韩遂废除。,,,,0,0 1 2 30 
9561,,,（?—189年）。东汉时期凉州汉阳[今甘肃甘谷]人，当时名士。,,信都令。曾劝说皇甫嵩拥兵自立，在王国因陈仓失利被马腾、韩遂废除后，被马韩裹胁而成为领袖，但不久便病死了，曾经称赞贾诩有「张良、陈平之奇」。,,0,0 1 2 30 
9562,,,陇西太守。在韩遂进围陇西时投降韩遂，加入西凉军，并于韩遂一同击杀了凉州刺史耿鄙。,,“韩遂乃杀边章及伯玉、文侯，拥兵十余万，进围陇西。太守李相如反，与遂连和，共杀凉州刺史耿鄙。”,,0,0 1 2 30 
9563,,,中平五年（公元188 年）马相、赵祗在绵竹（今四川德阳北）起义，以黄巾名义相号召，数日内即聚众数千。,,,,0,0 1 2 30 
9564,,,伙同区星等，于长沙、零、桂等三郡的贼寇周朝、郭石一起叛乱,,,,0,0 1 2 30 
9565,,,东汉末年官吏，曾任汉中太守；后为张修所杀,,,,0,0 1 2 30 
9566,,,陆康（126年－195年），字季宁，东汉末年官员，吴郡吴县（今江苏苏州）人。陆康是吴郡陆氏子弟，忠于东汉朝廷，有相当显著的政绩。,,会庐江贼黄穰等与江夏蛮连结十余万人，攻没四县，拜康庐江太守。康申明赏罚，击破穰等，余党悉降。帝嘉其功，拜康孙尚为郎中。献帝即位，天下大乱，康蒙险遣孝廉计吏奉贡朝廷，诏书策劳，加忠义将军，秩中二千石。时袁术屯兵寿春，部曲饥饿，遣使求委输兵甲。康以其叛逆，闭门不通，内修战备，将以御之。术大怒，遣其将孙策政康，围城数重。康固守，吏士有先受休假者，皆遁伏还赴，暮夜缘城而入。受敌二年，城陷。月余，发病卒，年七十。宗族百余人，遭离饥厄，死者将半。朝廷愍其守节，拜子俊为郎中。,,0,0 1 2 30 
9567,,,曹寅，东汉末年武陵太守。,,与时任荆州刺史王睿不能相容，在诸侯讨董之际，假传缴文给长沙太守孙坚，间接使得孙坚逼死王睿。后刘表入主荆州，在蒯家与蔡家两大家族的支持下，迅速平定荆州匪患，并传缴让诸郡臣服。曹寅在此时弃官而去，后不见记载。见于《后汉书·刘表传》：诸守令闻表威名，多解印绶去。,,0,0 1 2 30 
9568,,,刘祥（公元？年-189年），字不详，零陵烝阳人。东汉末年大臣，蜀汉尚书令刘巴之父。,,零陵先贤传曰：巴祖父曜，苍梧太守。父祥，江夏太守、荡寇将军。时孙坚举兵讨董卓，以南阳太守张咨不给军粮，杀之。祥与同心，南阳士民由此怨祥，举兵攻之，与战，败亡。刘表亦素不善祥，拘巴，欲杀之，数遣祥故所亲信人密诈谓巴曰：“刘牧欲相危害，可相随逃之。”如此再三，巴辄不应。具以报表，表乃不杀巴。表连辟，及举茂才，皆不就。,,0,0 1 2 30 
9569,,,汉司隶校尉诸葛丰的后代，三国蜀汉丞相诸葛亮的叔父。,,诸葛亮字孔明，琅邪阳都人也。汉司隶校尉诸葛丰后也。父珪，字君贡，汉末为太山郡丞。亮早孤，从父玄为袁术所署豫章太守，玄将亮及亮弟均之官。会汉朝更选朱皓代玄。玄素与荆州牧刘表有旧，往依之。玄卒，亮躬耕陇亩，好为梁父吟。,,0,0 1 2 30 
9571,,,东汉末农民起义首领。聚五千余家于桃山，为李通攻破之。,,《三国志卷一八李通传》：时贼张赤等五千余家聚桃山，通攻破之。,,0,0 1 2 30 
9572,,,在东莱起事，曹操遣泰山太守吕虔前往镇压。,,,,0,0 1 2 30 
9573,,,建安中，在陇西起兵反。曹操所置金城太守苏则率羌、胡围攻，越即请降。,,《三国志卷一六苏则传》：李越以陇西反，则率羌胡围越，越即请服。,,0,0 1 2 30 
9574,,,曾揭竿造反。魏文帝黄初元年（220），降魏，封列侯。二年，复叛，兵败被斩。,,《三国志卷二文帝纪》：延康元年，五月，冯翊山贼郑甘、王照率众降，皆封列侯。（黄初二年）五月，郑甘复叛，遣曹仁讨斩之。,,0,0 1 2 30 
9575,,,据地为乱。延康元年（220），与郑甘率众降魏，封为列侯。,,《三国志卷二文帝纪》：延康元年，五月，冯翊山贼郑甘、王照率众降，皆封列侯。,,0,0 1 2 30 
9576,,,建安中与秦狼等在会稽、东冶五县起事。后孙权遣蒋钦、吕岱率兵镇压，遂被擒。,,《吕岱传》：稽东冶五县贼吕合、秦狼等为乱，权以岱为督军校尉，与将军蒋钦等将兵讨之，遂禽合、狼，五县平定。,,0,0 1 2 30 
9577,,,建安中与吕合等在会稽、东冶五县起事。后孙权遣蒋钦、吕岱率兵镇压，遂被擒。,,《吕岱传》：稽东冶五县贼吕合、秦狼等为乱，权以岱为督军校尉，与将军蒋钦等将兵讨之，遂禽合、狼，五县平定。,,0,0 1 2 30 
9578,,,嘉禾四年（235）在会稽起兵为乱。吴将吕岱率部讨击，春降，拜为偏将军，仍领其众。,,《吕岱传》：（嘉禾）四年，庐陵贼李桓、路合、会稽东冶贼随春、南海贼罗厉等一时并起。权复诏岱督刘纂、唐咨等分部讨击，春即时首降，岱拜春偏将军，使领其众。,,0,0 1 2 30 
9579,,,曾在豫章起事，为张昭攻破。,,《张昭传》裴注引吴书曰：（孙）权征合肥，命昭别讨匡琦，又督领诸将，攻破豫章贼率周凤等于南城。,,0,0 1 2 30 
9580,,,《孙休传》：（永安七年）秋七月，豫章民张节等为乱，众万余人。,,,,0,0 1 2 30 
9581,,,聚众举事，为钱唐侯相周鲂所斩。,,《周鲂传》：钱唐大帅彭式等蚁聚为寇，以鲂为钱唐侯相，旬月之间，斩式首及其支党，迁丹杨西部都尉。,,0,0 1 2 30 
9582,,,东汉末农民起义军首领。献帝建安十六年（211），率领同宗农民数千人起义，为吴将贺齐所破。,,《贺齐传》：（建安）十六年，吴郡余杭民郎稚合宗起贼，复数千人，齐出讨之，即复破稚，表言分余杭为临水县。,,0,0 1 2 30 
9583,,,嘉禾六年（237），中郎将周祗往鄱阳召募，遽等趁机杀祗举众反，攻没诸县，豫章、庐陵民众纷纷回应。陆逊发兵镇压，新安都尉陈表击破之，遽等相率降。,,《陈表传》：会鄱阳民吴遽等为乱，攻沒城郭，属搖动，表便越界赴讨，遽以破败，遂降。,,0,0 1 2 30 
9584,,,东汉末地方武装势力首领。建安年间屯居汉兴。后为孙吴将贺齐所杀。,,《贺齐传》：建安、汉兴、南平复乱，齐进兵建安，立都尉府，是岁八年也。郡发属县五千兵，各使本县长将之，皆受齐节度。贼洪明、洪进、苑御、吴免、华当等五人，率各万户，连屯汉兴，吴五六千户别屯大潭，邹临六千户别屯盖竹，同出余汗。贺齐遂分兵留备，进讨明等，连大破之。临陈斩明，其免、当、进、御皆降。,,0,0 1 2 30 
